3,All Kinds of BBQ,Texas Pride BBQ,Adkins,Texas,Texas-Pride-BBQ-Adkins,3.5,Chino-Bandido-Phoenix
3,In the Family,Bennys Seafood Restaurant,South Miami,Florida,Bennys-Seafood-Restaurant-South-Miami,KeyError,Marietta-Diner-Marietta
3,In the Family,Chaps Pit Beef,Baltimore,Maryland,Chaps-Pit-Beef-Baltimore,2.5,YJs-Snack-Bar-Kansas-City
3,In the Family,Burger Bar,Roy,Utah,Burger-Bar-Roy,4.5,Scullys-Tavern-Miami
4,Brain Freeze,Doumars,Norfolk,Virginia,Doumars-Norfolk,3.5,Dots-Back-Inn-Richmond
4,Brain Freeze,Aunt Lenas Creamery,Chandler,Arizona,Aunt-Lenas-Creamery-Chandler,3.5,Hillbilly-Hot-Dogs-Lesage
4,Brain Freeze,The Creole Creamery,New Orleans,Louisiana,The-Creole-Creamery-New-Orleans,4,11th-Street-Diner-Miami-Beach
4,Diners You Sent Me To,Town Talk Diner,Minneapolis,Minnesota,Town-Talk-Diner-Minneapolis,3.5,Bobo-Drive-In-Topeka
4,Diners You Sent Me To,Blue Plate Diner,Salt Lake City,Utah,Blue-Plate-Diner-Salt-Lake-City,KeyError,Bobo-Drive-In-Topeka
4,Diners You Sent Me To,Broadway Diner,Baltimore,Maryland,Broadway-Diner-Baltimore,KeyError,Little-Tea-Shop-Memphis
4,Bar Food,The Highlander,Atlanta,Georgia,The-Highlander-Atlanta,4,Panini-Petes-Fairhope
4,Bar Food,Gumbo Shack,Fairhope,Alabama,Gumbo-Shack-Fairhope,4,Joes-Farm-Grill-Gilbert
4,Bar Food,Starlite Lounge,Blawnox,Pennsylvania,Starlite-Lounge-Blawnox,4,Marias-Taco-Express-Austin
4,Burgers and Dogs,The Wienery,Minneapolis,Minnesota,The-Wienery-Minneapolis,KeyError,Cozy-Corner-Memphis
4,Burgers and Dogs,Casino El Camino,Austin,Texas,Casino-El-Camino-Austin,KeyError,Leonards-BBQ-Memphis
4,Burgers and Dogs,GandA Restaurant,Baltimore,Maryland,GandA-Restaurant-Baltimore,KeyError,Leonards-BBQ-Memphis
4,Where the Locals Eat,Uncle Lous,Memphis,Tennessee,Uncle-Lous-Memphis,KeyError,Marlowes-Ribs-Memphis
4,Where the Locals Eat,Captain Chuck A Mucks,Rescue,Virginia,Captain-Chuck-A-Mucks-Rescue,4,Marlowes-Ribs-Memphis
4,Where the Locals Eat,Dixie Quicks,Omaha,Nebraska,Dixie-Quicks-Omaha,3.5,Toms-Bar-B-Q-Memphis
4,Totally Unexpected,Cabbage Town Market,Atlanta,Georgia,Cabbage-Town-Market-Atlanta,KeyError,Toms-Bar-B-Q-Memphis
4,Totally Unexpected,The Cove,San Antonio,Texas,The-Cove-San-Antonio,KeyError,Grampas-Bakery-and-Restaurant-Dania-Beach
4,Totally Unexpected,Bryant-Lake Bowl,Minneapolis,Minnesota,Bryant-Lake-Bowl-Minneapolis,4.5,Blue-Moon-Cafe-Baltimore
4,A Taste of Everywhere,Jamaica Kitchen,Kendall Lakes,Arizona,Jamaica-Kitchen-Kendall-Lakes,KeyError,Central-City-Cafe-Huntington
4,A Taste of Everywhere,Crystal Restaurant,Pittsburgh,Pennsylvania,Crystal-Restaurant-Pittsburgh,3.5,Tip-Top-Cafe-San-Antonio
4,A Taste of Everywhere,Red Iguana,Salt Lake City,Utah,Red-Iguana-Salt-Lake-City,3,Matthews-Cafeteria-Tucker
4,Better Than Ever,Colonnade,Atlanta,Georgia,Colonnade-Atlanta,4.5,The-Rivershack-Tavern-Jefferson
4,Better Than Ever,Mancis Antique Club,Daphne,Alabama,Mancis-Antique-Club-Daphne,5,The-Rivershack-Tavern-Jefferson
4,Better Than Ever,Amatos,Omaha,Nebraska,Amatos-Omaha,4,Monte-Carlo-Steak-House-Albuquerque
4,Big Flavor,Darwells Cafe,Long Beach,Mississippi,Darwells-Cafe-Long-Beach,KeyError,The-Joint-New-Orleans
4,Big Flavor,Brick Oven Pizza,Baltimore,Maryland,Brick-Oven-Pizza-Baltimore,4,The-Shed-Ocean-Springs
4,Big Flavor,Victors 1959 Cafe,Minneapolis,Minnesota,Victors-1959-Cafe-Minneapolis,4,Texas-Pride-BBQ-Adkins
4,Cookin It Old School,Nadines Restaurant,Pittsburgh,Pennsylvania,Nadines-Restaurant-Pittsburgh,4,Bennys-Seafood-Restaurant-South-Miami
4,Cookin It Old School,Casamentos Restaurant,New Orleans,Louisiana,Casamentos-Restaurant-New-Orleans,4,Bennys-Seafood-Restaurant-South-Miami
4,Cookin It Old School,Big Mamas Kitchen and Catering,Omaha,Nebraska,Big-Mamas-Kitchen-and-Catering-Omaha,3.5,Chaps-Pit-Beef-Baltimore
4,Grabbina Sandwich,Moochies Meatballs and More,Salt Lake City,Utah,Moochies-Meatballs-and-More-Salt-Lake-City,4,Burger-Bar-Roy
4,Grabbina Sandwich,Cemitas Puebla,Chicago,Illinois,Cemitas-Puebla-Chicago,3.5,Doumars-Norfolk
4,Grabbina Sandwich,Tiolis Crazee Burger,San Diego,California,Tiolis-Crazee-Burger-San-Diego,KeyError,Doumars-Norfolk
4,Traditional Dishes,Donatellis,White Bear Lake,Minnesota,Donatellis-White-Bear-Lake,4.5,Aunt-Lenas-Creamery-Chandler
4,Traditional Dishes,Stoney Creek Inn,Baltimore,Maryland,Stoney-Creek-Inn-Baltimore,3.5,The-Creole-Creamery-New-Orleans
4,Traditional Dishes,Alcenias,Memphis,Tennessee,Alcenias-Memphis,3,Town-Talk-Diner-Minneapolis
4,Doin Their Own Thing,Lone Star Taqueria,Salt Lake City,Utah,Lone-Star-Taqueria-Salt-Lake-City,KeyError,Blue-Plate-Diner-Salt-Lake-City
4,Doin Their Own Thing,Modern Cafe,Minneapolis,Minnesota,Modern-Cafe-Minneapolis,4,Broadway-Diner-Baltimore
4,Doin Their Own Thing,Brewburgers,Omaha,Nebraska,Brewburgers-Omaha,4.5,The-Highlander-Atlanta
5,Whats For Breakfast,Surreys Cafe,New Orleans,Louisiana,Surreys-Cafe-New-Orleans,KeyError,Gumbo-Shack-Fairhope
5,Whats For Breakfast,Harrys Roadhouse,Santa Fe,New Mexico,Harrys-Roadhouse-Santa-Fe,KeyError,Gumbo-Shack-Fairhope
5,Whats For Breakfast,Dor-Stop Restaurant,Pittsburgh,Pennsylvania,Dor-Stop-Restaurant-Pittsburgh,4,Starlite-Lounge-Blawnox
5,Real Deal Italian,LoBellos Spaghetti House,Coraopolis,Pennsylvania,LoBellos-Spaghetti-House-Coraopolis,4,Starlite-Lounge-Blawnox
5,Real Deal Italian,Di Pasquales,Baltimore,Maryland,Di-Pasquales-Baltimore,3.5,The-Wienery-Minneapolis
5,Real Deal Italian,Pizzeria Luigi,San Diego,California,Pizzeria-Luigi-San-Diego,4,Casino-El-Camino-Austin
5,Not What Youd Expect,Sophias Place,Albuquerque,New Mexico,Sophias-Place-Albuquerque,4,GandA-Restaurant-Baltimore
5,Not What Youd Expect,Magnolia Cafe,Austin,Texas,Magnolia-Cafe-Austin,KeyError,Uncle-Lous-Memphis
5,Not What Youd Expect,Glenns Diner,Chicago,Illinois,Glenns-Diner-Chicago,KeyError,Uncle-Lous-Memphis
5,Places You Sent Me,Ruths Diner,Salt Lake City,Utah,Ruths-Diner-Salt-Lake-City,4,Captain-Chuck-A-Mucks-Rescue
5,Places You Sent Me,ORourkes Diner,Middletown,Connecticut,ORourkes-Diner-Middletown,3,Captain-Chuck-A-Mucks-Rescue
5,Places You Sent Me,Parasols,New Orleans,Louisiana,Parasols-New-Orleans,KeyError,Dixie-Quicks-Omaha
5,Long Time Legends,Tommys Joynt,San Francisco,California,Tommys-Joynt-San-Francisco,4,Dixie-Quicks-Omaha
5,Long Time Legends,Joe Tess Place,Omaha,Nebraska,Joe-Tess-Place-Omaha,KeyError,Cabbage-Town-Market-Atlanta
5,Long Time Legends,Big Jims,Pittsburgh,Pennsylvania,Big-Jims-Pittsburgh,4,Cabbage-Town-Market-Atlanta
5,Something from Everywhere,Valencia Luncheria,Norwalk,Connecticut,Valencia-Luncheria-Norwalk,KeyError,The-Cove-San-Antonio
